Species,Order,Family,Wing.length,Tarsus.length,Weight,Bill.length,Bill.depth,Bill.width,Tail.length,Dev.mode,Dev.stage
Ramphocelus bresilius,Passeriformes,Thraupidae,80,21.5,28,15.6,7.6,6.9,79,Superaltricial,Adult
Ramphocelus bresilius,Passeriformes,Thraupidae,84,23,30,15,8.87,11.81,82,Superaltricial,Adult
Ramphocelus bresilius,Passeriformes,Thraupidae,83,23.7,29.5,15.4,7.2,6.7,75,Superaltricial,Adult
Ramphocelus bresilius,Passeriformes,Thraupidae,78,23.2,29.5,15.8,6.9,6.5,77,Superaltricial,Adult
Ramphocelus bresilius,Passeriformes,Thraupidae,79,22.7,27,15.5,7.1,7.2,79,Superaltricial,Adult
Ramphocelus bresilius,Passeriformes,Thraupidae,82,22.9,29,15.2,7.8,7,71,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,90,17.02,31,18.09,6.6,9.6,50,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,88,19.6,31,18.5,6.6,8,51,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,83,19.3,29,19.6,7.1,10.9,44,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,95.5,17.4,36,21,7,13.4,55,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,85,15.5,26,15.7,5.6,9.3,53,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,91,17.9,31,20.5,6.9,8.9,52,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,79,18.4,28,21,9.4,10.4,42,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,85,16.1,25,18.6,6.3,10.4,50,Superaltricial,Adult
Veniliornis passerinus,Piciformes,Picidae,78.5,16.3,26,17.9,7.1,9.9,45,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,96.56,20.33,35,14.44,6.41,9.16,70.71,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,97,21.9,38,15,7.3,10.8,69,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,103,21.1,36,12.7,6.25,5.1,79,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,68,20.5,38,14.1,7.11,8.39,91,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,94,21.7,46,17.3,6.7,6,72,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,71,21,38,14.5,7.39,8.79,100,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,97,21.7,34,13.6,7.1,12.6,67,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,77,23,38,16,7.49,9.76,105,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,95,22,19,14.6,7,10,75,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,110,20.9,46,14.2,7.2,7.7,70,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,97.61,21.15,35,13.35,6.94,8.99,72.81,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,96.5,23,30,15.2,7.4,11.8,72,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,99,21.7,35.5,15.3,6.4,5.6,77,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,105,22,36,13.3,6.1,5.6,77,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,92.21,19.66,38,13.14,6.55,9.19,68.81,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,96.22,19.73,35,13.94,6.55,9.4,73.7,Superaltricial,Adult
Tangara palmarum,Passeriformes,Thraupidae,45,29.2,41,17.1,6.4,13.6,79,Superaltricial,Adult
Synallaxis spixi,Passeriformes,Furnariidae,53,19.22,12,9.96,3.56,3.83,86,Superaltricial,Adult
Synallaxis spixi,Passeriformes,Furnariidae,53,19.94,14.5,10.59,3.55,3.42,86,Superaltricial,Adult
Drymophila ferruginea,Passeriformes,Thamnophilidae,60,20.6,13.5,13.5,4.1,5.4,64,Superaltricial,Adult
Drymophila ferruginea,Passeriformes,Thamnophilidae,55.71,17.99,10.5,14.74,4.94,7.66,65.43,Superaltricial,Adult
Drymophila ferruginea,Passeriformes,Thamnophilidae,53.21,17.24,11.5,14.48,4.86,7.07,67.21,Superaltricial,Adult
Leucochloris albicollis,Apodiformes,Trochilidae,61,6.5,6.5,21.2,1.9,2.5,32,Superaltricial,Adult
Stephanoxis lalandi,Apodiformes,Trochilidae,48,4.5,3.3,13.6,1.7,4.5,33,Superaltricial,Adult
Stephanoxis lalandi,Apodiformes,Trochilidae,50,4.8,3.6,12.9,1.6,3.6,32,Superaltricial,Adult
Stephanoxis lalandi,Apodiformes,Trochilidae,50,5,3.3,12.5,1.9,4.1,31,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,71,17.8,15,11.3,4.3,4,51,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,65.81,17.01,13.5,15.59,4.87,9.13,48.64,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,73.5,17.66,14,16.34,5.29,6.93,50,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,70,18,11,14.5,4.1,4.6,45,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,66.53,15.38,15,12.42,4.75,7.69,49.68,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,68.5,18.6,15,35.2,4.8,9.8,51,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,73,20.6,14,11.9,5,6,47,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,71,17.3,13.5,12.2,4.3,4.3,49,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,71,21.1,15,12,4.7,5.5,48,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,73,19.73,16,13.55,4.45,6.31,51,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,74,19.79,17,14.31,4.57,5.88,52,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,67,20.7,13,16.6,5.5,6.6,51,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,59,20.34,12,14.27,4.01,7.95,64,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,68,21.4,13,12.1,4.8,5.3,45,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,50,68,13,13.2,4.7,6.6,128,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,74,20.54,13,14.99,5.38,8.86,53,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,68,18.6,14,11.9,5,7.6,50,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,74,20,16,13,4.6,4.8,54,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,67.37,15.83,13.5,11.8,4.6,7.78,55.47,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,59,19.6,10.5,11.7,9.9,9.8,48,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,76,19.5,15,16.3,4.4,7.9,53,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,67,18,13,14.4,4.9,10.2,51,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,71,18.3,13,12.6,4.6,7.7,53,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,72,18.5,14,16,4.2,5.25,51.9,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,74.3,19.5,16,12,4.5,6.6,55.2,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,66,17.8,13,13.9,4.3,11.6,50,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,64.95,16.48,13.5,12.71,4.45,8.86,49.58,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,65,18.1,14,12.2,5,5,46,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,72,19.64,16,13.1,4.2,5.12,50,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,75,19.1,16,14,4.6,8.6,53,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,67,20.54,14,13.92,4.23,9.13,50,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,68,19,14,13.3,5,7.9,55,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,73,26.1,16,12.5,4.9,5.9,47,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,75,19.88,17,13.46,4.61,5.71,54,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,67,18.25,10,13.1,4.45,9.4,49.5,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,70,18.26,14.75,16.76,4.49,6.88,57,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,51,19.93,10,12.74,5.29,7.49,71,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,68,17.9,14,12.9,4.4,6.3,49,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,71,19.6,14,13.9,4.7,6.7,54,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,60,17.7,14,14.1,5.9,7.9,49,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,70.5,18.4,14,15,4.7,9,52,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,65,19.4,9,10.1,4.4,5.5,44,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,76,21.8,19,12,4.1,5.8,50,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,75,18.04,15,16.09,4.61,4.49,55,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,67,17.7,14,13.5,4.8,9.9,52,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,70,19.99,11,14.78,4.03,9.03,55,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,74,21.5,31,14.7,5,6.9,56,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,71,21,16,14.3,4.3,7.4,59,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,78,18.2,15,14.2,5,8.1,52,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,69,19.5,13,12.4,4.4,6.5,49,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,72,17.2,19,12.2,5.4,6.1,47,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,67.67,16.85,14,13.11,4.08,7.77,51.45,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,58.6,15.14,12,11.78,4.25,6.98,45.37,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,65,20.3,14,13.2,4.6,9.8,46,Superaltricial,Adult
Vireo olivaceus,Passeriformes,Vireonidae,74,17.6,10,14.2,4.4,6.7,45,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,77,24.6,29,15.8,7.9,5.7,67,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,79,25.28,30,16.61,8.45,7.5,65,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,70,23.5,25,28.2,11.2,19.4,55,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,71.44,21.22,29,17.41,9.98,9.81,64.06,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,70.5,21.95,23,15.05,9.78,8.01,57,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,80,24.54,29,15.18,8.68,7.1,67,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,64,20.8,24,16.4,10.21,8.76,70,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,63,19.2,27,15.5,8.5,9.5,72,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,71.14,22.14,29,19.31,10.08,10.66,59.81,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,70,21.5,25,15.8,10.3,10.6,54,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,81,24.09,26,14.53,8.53,6.57,71,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,72,22.7,22,17.4,9.55,11.05,57,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,73,21.1,24,19.8,10,8.5,55,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,79,23.26,31,16.98,8.41,7.37,70,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,75,24.4,25,11.5,10.4,11.2,54,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,74,23.5,28,16.9,9,10.7,58,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,80,23.9,27,16.1,9.1,8.3,65,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,65,18.6,28,17.2,9.9,11.1,76,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,73.95,22.06,24.5,16.33,9.81,9.15,61.88,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,74,23.6,30,17.2,10.6,10.9,54,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,72,22.3,26,15.6,9.8,8.4,66,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,72,22.2,26,16.3,9.8,11.4,58,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,71,22.8,24,17.4,9.9,10,57,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,72,20.7,24,18.6,15,8.4,57,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,77.23,20.77,24,16.17,10.1,10.24,64.97,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,79,25.68,27.5,14.84,8.46,6.29,67,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,73,22.1,27,10.9,9.6,8.9,58,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,70,23.4,25,16.6,10.2,11.2,60,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,78,24.45,27,16.02,8,7.35,68,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,81,26.67,35,16.14,8.82,6.76,74,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,71.62,19.57,27,16.61,10.07,10.06,58.06,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,75,21.4,25,18.2,10.1,10.7,62,Superaltricial,Adult
Cyclarhis gujanensis,Passeriformes,Vireonidae,70.5,21.42,18.5,16.59,10.29,8.66,55.5,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,77.5,23.15,27,17.2,6.3,7.9,79,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,80.5,24.25,28,15.7,6.2,9.3,78,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,85,23.5,25,17.9,6,5.1,89,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,75,18.6,20,15.1,5.9,9.1,75,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,93,23.5,25,18.3,5.8,5.3,93,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,76,23,24,18,7,9.8,83,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,82.6,24,25,17.8,5.9,8.3,92.1,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,94,24.6,30,18.7,6.9,7.4,97,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,86,21,28,13.9,6.15,8.4,90,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,90,23.8,32,20.6,8.1,9.3,92,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,80,23.8,26,17.9,6,8.4,95.1,Superaltricial,Adult
Philydor rufum,Passeriformes,Furnariidae,95,24.3,25.5,17.9,5.6,6.4,91,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,93.7,26.5,40,22.8,6.9,10.9,91.7,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,90,24,34,19.9,7.6,10,175,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,80,23.5,38,25,8.36,10.05,90,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,86,24.2,31,18.5,7.4,9.5,78,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,90.5,23.5,35,25,7.4,11.2,85,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,86,23.4,31,19.4,7,10.4,80,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,77,23.6,38,23,9.28,9.57,96,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,84.83,20.93,38,22.44,6.98,11.45,85.83,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,88,26.9,43,18.8,6.1,6.5,77,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,88,25,32,20.5,7.3,8.7,81,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,84,24.1,32,19.9,7.4,10,79,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,85,23.3,33,17.5,6.1,9,81,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,81,23.5,28,18,6.2,9.1,73,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,84,25.1,28,18.7,6.5,9.4,76,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,85,23.4,29,18.6,6.7,4.5,71,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,87,26.2,30,17,7.8,5.4,75,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,85,26.1,34,20.9,7.2,6,73,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,92,23.5,35,19.8,7.1,5.3,82,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,90,25.7,32,17.5,10.1,7.7,79,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,89,22.5,33,20.3,7.6,8.5,80,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,79,24.6,33,23,8.73,8.19,92,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,82,25.6,40,23.4,7.56,10.15,92,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,80.5,24,28,15.7,6.4,9,75,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,83,22.6,26,20.4,6.9,9.3,80,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,81,23.6,31,18.3,6.4,10.2,77,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,90,27.7,34,19.2,7,6.1,76,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,82,24.2,36,22.6,7.93,9.96,93,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,88,24.2,32,19.6,6.7,8.7,77,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,91,23,29,19.6,6,8.2,85,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,82,23.4,28,18.5,6.3,8.6,76,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,91,27.4,34,17.8,6.7,9,78,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,80.5,23.875,33,23.35,5.75,4.8,75,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,89,27,33,22.2,7.8,8.4,81,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,89,28.5,32,18.3,6.8,6.8,78,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,85,22.4,34,17.1,6.5,10.1,79,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,90,23.7,36,20.1,7.1,9.2,81,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,87,23.75,33,22,8,10.7,83,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,91,26.5,35,19.7,7.7,5.6,74,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,92,24.3,34,18.6,7.2,4.5,85,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,88,25.7,37,22.5,7.3,5.8,80,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,92,23.3,34,18.7,7.4,9.2,86,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,92,22.6,38.5,18.4,7.75,10.3,86,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,87.5,24.925,34,22.1,6.3,4.7,81,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,82,23.2,32,18,6.1,8.6,74,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,91,24,35,18.7,5.1,5.5,188,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,88,22.9,30,20.5,6.6,8.7,77,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,90,22.3,31.5,19,6.6,9.6,87,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,82,25.6,30,18.6,5.9,6.9,73,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,80,23.7,32,18.8,7,9.2,76,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,91,24.2,40,19.5,7,9.4,83,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,89,25,33,19.7,6.7,9,85,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,84,23.3,33,19.7,8,8.2,80,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,86,24.2,32,18.4,6.5,9.2,80,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,78,23.6,28,19.5,6.5,10,75,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,90,26.1,32,19.4,6.8,6.8,70,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,92.8,26.3,42,23.7,7.6,10,84,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,82,23.4,29,20.4,6.9,9,71,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,91,26.5,31,13.4,6.2,6,80,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,91,23.7,33,18.8,7,8.3,82,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,89,26,34,17.7,6.9,6.1,77,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,88,23.5,38,18,7.9,9.1,75,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,85,23,33,19.2,7.7,7.5,75,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,85,24.3,33,18.7,6.5,9.7,77,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,91,26,34,18.4,6.7,8,82,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,87,23.8,30,20.1,7,9.5,75,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,86,28.9,33,17.5,6.7,10.2,78,Superaltricial,Adult
Automolus leucophthalmus,Passeriformes,Furnariidae,86,23.1,32,18.1,6.9,11,80,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,62,119,13,9.9,3.4,7.1,60,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,58,17.9,7,12,3.7,8.6,58,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,56,15.3,9,11.7,3.2,7.2,56,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,65,18.2,12,9.2,3,5.5,55,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,67,16.6,11.5,9.8,2.7,4.8,59,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,64,13.5,10,10.5,2.8,4.9,55,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,63.97,14.72,11,12.12,3.45,7.68,55.27,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,55,16.75,9,12.3,3.2,6.4,56,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,51,17.6,10,9.65,4.44,7.98,62,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,49,17.6,10,9.9,3.88,7.69,61,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,56,15.350000000000001,8,11.3,3.8,6.7,56,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,57,15,10,8.4,3.61,7.84,65,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,62.38,16.47,11,12.06,8.82,8.83,53.05,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,55,15.7,7,12.3,4.3,6.7,57,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,51,15.8,10,11,4.46,6.07,64,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,66,13.7,12,10.5,2.7,5,57,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,62.32,14.92,10,13.21,3.72,8.88,52.11,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,52,15,10,9.5,3.55,7.86,62,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,62.83,15.07,11,13.81,3.62,8.68,53.19,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,61.26,13.55,9,14.11,3.74,8.57,53.67,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,58.52,15,10,11.46,3.22,8.47,51.14,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,55,15.3,8,9.7,5.16,5.84,65,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,53,14.4,8,11.4,4.72,7.84,59,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,54,15.9,10,8.1,3.62,7.44,64,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,50,15.8,8,13.8,3.8,7.2,49,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,55,16.2,10,11.5,4.9,6.98,66,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,59,15.3,8,14.6,3.43,6.47,63,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,61.64,15.42,10,12.91,3.79,8.84,56.07,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,57.5,17.35,9,18.1,3.4,6.2,55,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,63.2,14.15,10,10.5,4,6.35,45.1,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,58.5,16.85,8.5,12,4.3,6.1,57,Superaltricial,Adult
Myiobius barbatus,Passeriformes,Tyrannidae,51,17.2,8,13,4.51,6.36,58,Superaltricial,Adult
