Species,Order,Family,Wing.length,Tarsus.length,Weight,Bill.length,Bill.depth,Bill.width,Tail.length,Dev.mode,Dev.stage
Adelomyia melanogenys,Apodiformes,Trochilidae,62,9.3,5.4,18.6,2.1,3,39,Superaltricial,Adult
Adelomyia melanogenys,Apodiformes,Trochilidae,62,8,5.2,17.3,1.9,2.9,40,Superaltricial,Adult
Adelomyia melanogenys,Apodiformes,Trochilidae,54,6,3,17,2,2.5,34,Superaltricial,Adult
Aglaeactis cupripennis,Apodiformes,Trochilidae,92,7.53,6.94,25.24,1.58,3.09,52,Superaltricial,Adult
Boissonneaua flavescens,Apodiformes,Trochilidae,79.8,7.3,7,21,2.8,3,46.8,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,64,5.92,6.09,14.79,1.56,2.18,51,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,70,5.78,6.19,15.28,1.6,2.22,56,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,74,6.51,5.5,16.08,1.68,2.34,59,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,65,5.6,5.04,14,1.57,1.93,51,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,68,5.76,5.54,15.49,2.27,2.43,50,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,69,4.79,5.54,15.69,1.96,2.1,50,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,71,5.68,5.97,14.25,1.87,2.14,52,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,72,6.34,5.85,15.54,1.89,2.26,58,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,69,7.41,5.6,13.49,1.62,2.25,51,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,70,5.4,5.46,15.07,1.72,2.23,55,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,67,6.59,6,15.42,1.87,2.43,57,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,74,6.64,5.81,14.61,1.93,2.2,57,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,61,5.2,5,16.5,2.2,2.2,45,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,69,7.3,6.1,16.2,1.9,1.8,52,Superaltricial,Adult
Chalcostigma herrani,Apodiformes,Trochilidae,70,7.8,6.1,18.2,1.7,2.2,50,Superaltricial,Adult
Chalcostigma heteropogon,Apodiformes,Trochilidae,72,7.1,8,17,2.2,2.3,61,Superaltricial,Adult
Chalcostigma heteropogon,Apodiformes,Trochilidae,66.2,7.3,5,15,2.2,2.4,50,Superaltricial,Adult
Chalcostigma heteropogon,Apodiformes,Trochilidae,61.2,6.5,6,17,2.1,2.8,53.4,Superaltricial,Adult
Chalcostigma heteropogon,Apodiformes,Trochilidae,66.4,7.2,6,14.5,2,2.2,57.5,Superaltricial,Adult
Chalcostigma heteropogon,Apodiformes,Trochilidae,70.4,7.3,6,17.3,2,2.2,62.8,Superaltricial,Adult
Chalcostigma heteropogon,Apodiformes,Trochilidae,62.4,6.2,4,15.2,1.7,2.4,48.7,Superaltricial,Adult
Chalcostigma heteropogon,Apodiformes,Trochilidae,61,6.3,6,14,2,2.3,50,Superaltricial,Adult
Coeligena bonapartei,Apodiformes,Trochilidae,70.63,5.42,6.7,33.83,1.91,2.34,35.64,Superaltricial,Adult
Coeligena bonapartei,Apodiformes,Trochilidae,71,5.6,6.6,35.2,2.4,2.6,39,Superaltricial,Adult
Coeligena bonapartei,Apodiformes,Trochilidae,74,5.8,7.48,32.4,1.9,2.5,44,Superaltricial,Adult
Coeligena bonapartei,Apodiformes,Trochilidae,73.5,7,6,37.3,2.1,3,42.4,Superaltricial,Adult
Coeligena bonapartei,Apodiformes,Trochilidae,71,7.8,6,33.2,2.5,3.1,43,Superaltricial,Adult
Coeligena helianthea,Apodiformes,Trochilidae,67,7,7,40.6,2.5,2.6,40,Superaltricial,Adult
Coeligena helianthea,Apodiformes,Trochilidae,69.7,6.8,7,36.6,2.4,2.6,45,Superaltricial,Adult
Coeligena lutetiae,Apodiformes,Trochilidae,82,5.12,6.45,38.98,1.77,2.74,46,Superaltricial,Adult
Coeligena lutetiae,Apodiformes,Trochilidae,77,6.86,8,39.92,2.52,2.54,48,Superaltricial,Adult
Coeligena lutetiae,Apodiformes,Trochilidae,75,5.38,7,41.63,2.29,3.09,52,Superaltricial,Adult
Coeligena lutetiae,Apodiformes,Trochilidae,72,4.5,7.38,32.17,2.15,2.77,51,Superaltricial,Adult
Coeligena lutetiae,Apodiformes,Trochilidae,67.57,4.22,6.68,38.02,2.22,3.15,44.87,Superaltricial,Adult
Coeligena lutetiae,Apodiformes,Trochilidae,78.1,7.4,7.9,39,2.5,2.5,42,Superaltricial,Adult
Coeligena lutetiae,Apodiformes,Trochilidae,71,7,7.4,41.7,1.8,3,46,Superaltricial,Adult
Coeligena lutetiae,Apodiformes,Trochilidae,71.9,8,7.5,34.1,2.3,3.1,49.5,Superaltricial,Adult
Coeligena orina,Apodiformes,Trochilidae,72,5.83,6,37.26,2.36,3.14,53.83,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,77,4.4,8.03,39.69,2.2,2.31,48,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,85,6.21,8,38.15,2.69,2.65,50,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,85,6.21,8,38.15,2.69,2.65,50,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,82,4.65,7.05,35.37,2.32,1.75,52,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,74.52,7.76,6.73,35.37,2.46,3.1,42.32,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,72.82,3.98,4,37.6,2.33,3.04,49.17,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,76.24,5.18,5,38.62,2.85,2.59,45.97,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,70,5.68,4,35.87,2.49,1.87,42.21,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,69,5.69,5,39.5,2.52,2.11,34.98,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,68,5.43,7,37.82,2.24,1.99,42.33,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,73.68,5.73,7,37.73,2.73,3.36,44.77,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,68.66,5.84,8,42.95,2.25,2.32,44.54,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,76.57,5.05,7.26,37.36,2.49,2.82,48.35,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,79.54,7.22,4,37.16,2.28,2.71,45.42,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,68.04,6.02,4,37.86,2.48,3.14,43.06,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,79,7.5,7.8,36,1.8,1.8,45,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,71,6.5,7,41.8,2.4,3,45,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,78,7.8,5.7,39.8,1.8,2.7,46,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,70,6.5,6.8,40.6,2.7,3.4,43,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,81,7,7,39.5,2,2.8,50,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,80,5.7,7.3,35.6,2.3,2.3,47,Superaltricial,Adult
Coeligena torquata,Apodiformes,Trochilidae,78,6.5,7.4,40.2,2.5,2.8,57,Superaltricial,Adult
Colibri coruscans,Apodiformes,Trochilidae,88,6.6,6.9,30.37,2.09,2.52,62,Superaltricial,Adult
Colibri coruscans,Apodiformes,Trochilidae,78,5.8,6.7,32.14,2.34,3.1,54,Superaltricial,Adult
Colibri coruscans,Apodiformes,Trochilidae,66,5.38,7,26.66,1.88,2.62,43,Superaltricial,Adult
Colibri coruscans,Apodiformes,Trochilidae,74.28,8.21,7,29.97,2.2,2.38,53.72,Superaltricial,Adult
Colibri coruscans,Apodiformes,Trochilidae,83,7.8,8.8,28.2,2.3,3,53,Superaltricial,Adult
Colibri coruscans,Apodiformes,Trochilidae,73,5.4,7,27.7,2,3.8,46,Superaltricial,Adult
Colibri coruscans,Apodiformes,Trochilidae,73.3,7,5,32.8,2.4,3.3,51.7,Superaltricial,Adult
Colibri thalassinus,Apodiformes,Trochilidae,61,5.99,5,32.51,1.9,2.77,44.96,Superaltricial,Adult
Colibri thalassinus,Apodiformes,Trochilidae,58,5.8,4,25.5,2.2,2,41.7,Superaltricial,Adult
Doryfera ludovicae,Apodiformes,Trochilidae,63.52,5.56,6.49,41.14,2.57,3.8,32.97,Superaltricial,Adult
Doryfera ludovicae,Apodiformes,Trochilidae,57,6.3,5,33.8,2.4,2.4,38,Superaltricial,Adult
Doryfera ludovicae,Apodiformes,Trochilidae,62,7.5,6.3,36.8,2.2,3.2,35,Superaltricial,Adult
Ensifera ensifera,Apodiformes,Trochilidae,74.77,6.52,12,93.47,2.56,3.8,45.62,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,57.67,4.61,5.26,23.88,1.71,2.73,35.65,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,61,4.1,5.4,20.2,1.6,2.5,44,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,55.3,6.2,5,21.5,1.9,2.8,39.2,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,60,6.3,5,20.8,2,2.2,40.5,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,62,6.3,5,20.4,2.1,2.7,44.6,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,57.3,6.8,5,20,1.9,2.4,42.4,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,63.6,6.3,5,20.5,2,2,44,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,63.4,6.5,5,26.4,2.1,2.8,38.8,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,60,5.9,5,20,1.8,2.4,42.3,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,55,6.8,5,21,2,2.4,40.8,Superaltricial,Adult
Eriocnemis cupreoventris,Apodiformes,Trochilidae,61,6.3,7,20.8,2,2.4,40,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,63,4.95,5,25.23,1.71,2.13,37,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,61,5.5,4.35,24.61,2.37,2.47,38,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,65,4.17,4.9,23.87,1.7,2.51,28,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,61,3.24,5.63,21.86,1.89,2.75,42,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,58,4,4.65,20.5,1.92,2.48,35,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,64.5,5.17,5.3,23.6,1.63,2.96,38,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,64.5,4.58,5.61,24.04,2.09,3.28,38,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,58.02,3.51,5.65,24.71,1.68,2.6,30.96,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,58.2,4.55,5.04,26.93,2.19,1.81,26.61,Superaltricial,Adult
Eriocnemis derbyi,Apodiformes,Trochilidae,58.4,4.21,5.61,24.52,1.99,2.97,34.39,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,71,4.47,5.87,23.89,1.62,2.64,55,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,73,6.16,6.16,25.73,1.81,2.04,60,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,68,5.9,5.64,23.33,1.97,2.72,52,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,72,6.17,5.72,24.81,1.63,2.44,55,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,72,4.67,5.65,22.23,1.78,2.47,51,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,76,5.59,5.46,23.66,1.75,2.48,58,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,75,6.83,5.7,23.85,2,2.28,61,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,72,6.61,6.5,23.34,2.45,3.03,60,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,72,3.61,6.14,27.89,2.15,2.89,55,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,70,4.93,6.02,26.06,1.8,2.9,53,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,70,4.17,5.62,24.79,1.84,2.72,58,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,71,6.46,5.87,23.84,1.74,2.58,52.5,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,71,4.22,6.62,23.38,1.96,2.7,48,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,75,4.78,5.9,21.93,1.56,2.52,56,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,74,4.71,5.85,22.44,1.87,2.46,55,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,74,5.79,6.13,23.36,2.18,2.93,55,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,71,3.88,5.72,24.3,1.73,2.71,59,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,70,7,6.2,21,1.5,2,54,Superaltricial,Adult
Eriocnemis mosquera,Apodiformes,Trochilidae,72,7,6,21.6,2,2.5,57.9,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56,6,5.06,20,1.8,2.8,37,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59,5.6,4.78,19.9,1.8,2,39,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56,5.9,5.06,17.5,1.4,1.7,40,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59,5.7,4.6,21,1.9,2.4,39,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57,4.7,4.6,19.4,1.5,2,42,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58.56,3.94,4.44,19.88,1.58,2.04,39.35,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58.75,5.15,4.46,19.66,1.68,2.43,37.4,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,62,6.4,4.74,19,1.7,2,41,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59.23,5.5,4.62,21.04,1.59,2.02,38.55,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,63,6,5.1,22.5,2.1,2.2,44,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58.03,6.96,4.84,20.19,1.67,2.25,46.98,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57.44,6.6,4.66,18.45,1.93,2.06,48.68,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,60,6.49,5.4,19.6,1.84,2.89,44,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,61.2,6.3,5,21.3,2,2.1,46,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56.8,6,5,21,2,2.7,40.6,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58,7,5,21.8,1.6,3.4,39,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55,6.3,5,22,2,2.6,46,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59.6,6.1,5,22,1.8,2.2,39.5,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57,6.5,5,22.4,1.9,2.3,43.4,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57.45,5.7,4,24.65,2.4,2.5,40.9,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,54.5,6.3,5,21.8,1.9,3,45,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56,5.17,4,22.73,1.46,2.07,39,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57.17,5.92,4.53,22.54,2.21,3.38,32.55,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,51,6.55,4,22.04,1.59,2.49,39.16,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55.15,4.9,4.69,24.1,2.42,3.01,31.77,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55,5.74,5,22.82,1.74,2.66,35,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58,5.33,5,20.2,1.62,1.67,38,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,65,5.37,5,22.27,1.68,2.15,36,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,53.62,6.27,4,21.63,2.55,3.35,38,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,61,6.93,5,23.64,1.85,2.45,36.92,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56,5.97,4,21.9,1.72,2.05,40,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59,5.62,4,24.6,1.63,2.04,43.45,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58,5.2,5,22.45,2.49,2.39,41.41,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55.65,4.6,4.81,22.82,2.06,2.348,42.66,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,54.92,4.85,5,22.89,2.11,2.32,38.23,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56.7,6.45,4,24.56,2.12,1.93,36.76,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,53,5.31,5,21.64,1.98,2.76,38,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,50.6,5.07,5,25.42,2.32,2.09,35.3,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,54.71,5.64,5,20.56,2.44,3.12,36.43,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57,4.71,4,22.78,1.62,2.24,40.62,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,53.22,4.85,4.53,24.37,1.77,2.91,42.42,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57.92,5.65,4.75,21.07,1.86,1.96,33.52,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,53.21,3.93,4.43,23.76,2.35,2.96,35.85,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55.55,4.07,4.77,20.02,2.08,2.65,37.69,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,50.18,4.16,4.6,23.56,2.17,3.12,38.41,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57.68,5.06,5.31,23.65,1.64,2.62,37.68,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56,5.47,5,20.91,1.53,1.98,43.52,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55.75,7.28,5.18,22.72,2.05,2.95,35.55,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55.54,4.76,4.72,23.19,2.23,2.89,41.5,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,54,5.54,5,21.86,2.16,2.38,44.58,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59.7,6.59,4,22.59,2.23,2.72,38.31,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59.79,6.27,5,23.2,2.16,3.02,35.88,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56.34,4.5,4.66,23.6,2.17,2.97,38.48,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55.86,5.8,4,23.69,1.73,2.37,43.57,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,54.51,6.52,4.52,23.37,1.85,3.23,39.29,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58.84,6.39,5.3,23.48,2.08,2.64,46.83,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,60,5.98,4,22.32,1.93,2.41,46.92,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57,6.31,5,22.71,2.04,1.8,47.65,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,60,5.58,4,23.29,1.75,2.45,46.74,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,65,6.24,4,23.8,2.38,2.69,43.13,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59,6.8,4.5,20.9,1.7,2.3,39,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,55,7.3,4.75,22.9,2,1.9,42,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,61,5.9,4.5,21.4,2,2.3,41,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,60,6,5.1,21.7,1.5,2.4,34,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,60,6,4.7,20,1.4,2.3,41,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,65,6.1,3.9,18.5,1.5,2,45,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58,6.2,4.4,21.7,1.8,1.8,42,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,60,5.9,4.8,21.3,2,2,40,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58,8,5,21,2,2.5,32,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,60,6,5,21,2.5,2,37,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,61,7,5,21.6,2.1,2.6,40,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59,7.2,5,20.6,2,2.5,40,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,63,5.8,5,23,2.4,2.8,40,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59,5.9,5,20.9,1.8,2.6,40,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58.4,5.4,5,23.8,2.1,2.3,39.4,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,56,7.2,4,21.4,2,2.9,38.6,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,63,6.2,5,22.3,2.2,2.5,39.8,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57,7.1,5,20.6,1.9,2.4,39.8,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,59.5,6.3,5,21.3,2,2.9,42,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58.3,7.8,5,21.3,2,3.5,40,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58.7,8.4,5,21.4,1.8,2.4,40.2,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,57.7,6.9,5,21.6,2,2.7,43.2,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,62.1,5.9,5,22.7,1.9,2.3,39.4,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,60.4,6.6,4,21.6,1.6,2,44,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,62,6,5,20.5,2,2.5,37,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58,6.2,5,22.2,1.8,2.4,36.5,Superaltricial,Adult
Eriocnemis vestita,Apodiformes,Trochilidae,58,6.3,5,20,2,2.3,43.4,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,61,6.1,4.7,19,2.1,2.4,39,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,69,5.4,6.3,17.4,2.1,2.7,41,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,57.4,6,6,19.2,2.1,2.4,41.1,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,63,7.1,5,19,2.2,2.6,40,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,62,6.6,6,20.4,1.9,2.8,39,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,61,6.8,5,17.8,2.4,2.6,38,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,62,7.3,5,19.8,2.4,3,42.3,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,62.2,6.4,6,20.1,2.2,2.4,42.2,Superaltricial,Adult
Heliangelus amethysticollis,Apodiformes,Trochilidae,68.5,7.1,6,18,2.2,2.4,44.5,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,69,4.57,4.73,18.41,1.51,2.25,47,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,69,5.15,4.32,18.04,1.93,2.47,46,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,67,6.15,5.36,18.41,1.63,2.42,52,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,75,5.63,6,18.54,2.08,3,48,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,62,5.94,4.71,18.19,1.71,2.78,39,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,65,5.6,5.12,16.48,1.76,2.56,47,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,66,4.14,5.06,18.49,1.69,2.03,46,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,58,6.4,4,18.58,2.02,2.47,39.65,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,60.35,5.27,4.83,21.77,2.04,2.1,49.33,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,68,5.66,5,18.19,1.54,1.75,40,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,69,4.35,4,19.57,2.22,1.7,41.82,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,64,5.6,4.19,21.42,1.9,3.05,42.07,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,67,6.06,4,19.06,1.74,2.69,42.83,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,63.85,6.02,4.97,16.65,2.07,3.39,47.45,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,66,7.78,4,16.64,2.09,1.85,45.95,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,61,5.48,4.51,20.44,2.05,3.09,48.18,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,61,6.4,4.3,19.5,2,2.3,41,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,68,5.3,5,17.7,2.3,2.3,42,Superaltricial,Adult
Heliangelus exortis,Apodiformes,Trochilidae,62,7.5,5.4,20,2,2.2,43,Superaltricial,Adult
